step,community_0,community_1,community_2,community_3,community_4,community_5,community_6,community_7,community_9,community_10,community_12,community_13,community_14,community_15,community_16,community_17,community_19,community_23,community_31,community_34,community_35,community_39,community_41,community_45,community_48,community_49,community_51,community_52,community_53,community_60,community_61,community_66,community_76,community_81,community_82
78,0.0037,0.0014,0.0000,0.0007,0.0073,0.0238,0.0000,0.0001,0.0000,0.0011,0.0003,0.0000,0.0004,0.0001,0.0000,0.0000,0.0001,0.0000,0.0002,0.0032,0.0001,0.0001,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0023,0.0001,0.0000,0.0031
79,0.0038,0.0014,0.0000,0.0007,0.0074,0.0236,0.0000,0.0001,0.0000,0.0011,0.0003,0.0000,0.0004,0.0001,0.0000,0.0000,0.0001,0.0000,0.0002,0.0033,0.0001,0.0001,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0023,0.0001,0.0000,0.0032
80,0.0039,0.0015,0.0000,0.0008,0.0075,0.0235,0.0000,0.0001,0.0000,0.0012,0.0003,0.0000,0.0004,0.0001,0.0000,0.0000,0.0001,0.0000,0.0002,0.0033,0.0001,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0024,0.0001,0.0000,0.0033
81,0.0040,0.0015,0.0000,0.0008,0.0076,0.0233,0.0000,0.0001,0.0000,0.0012,0.0003,0.0000,0.0004,0.0001,0.0000,0.0000,0.0001,0.0000,0.0002,0.0034,0.0001,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001,0.0024,0.0001,0.0000,0.0034
82,0.0041,0.0015,0.0000,0.0008,0.0077,0.0232,0.0000,0.0001,0.0000,0.0013,0.0003,0.0000,0.0004,0.0001,0.0000,0.0000,0.0001,0.0000,0.0002,0.0035,0.0001,0.0000,0.0005,0.0001,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001,0.0025,0.0001,0.0000,0.0034
83,0.0042,0.0016,0.0000,0.0008,0.0078,0.0230,0.0000,0.0001,0.0000,0.0013,0.0003,0.0000,0.0004,0.0001,0.0000,0.0000,0.0001,0.0000,0.0002,0.0035,0.0001,0.0000,0.0005,0.0001,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001,0.0026,0.0001,0.0000,0.0035
84,0.0043,0.0016,0.0000,0.0009,0.0079,0.0229,0.0000,0.0001,0.0000,0.0013,0.0003,0.0000,0.0004,0.0001,0.0000,0.0000,0.0001,0.0000,0.0002,0.0036,0.0001,0.0000,0.0005,0.0001,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001,0.0026,0.0001,0.0000,0.0036
85,0.0043,0.0016,0.0000,0.0009,0.0080,0.0227,0.0000,0.0001,0.0000,0.0014,0.0003,0.0000,0.0004,0.0001,0.0000,0.0000,0.0002,0.0000,0.0002,0.0036,0.0001,0.0000,0.0005,0.0001,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001,0.0027,0.0001,0.0000,0.0036
86,0.0044,0.0017,0.0000,0.0009,0.0081,0.0226,0.0000,0.0001,0.0000,0.0014,0.0003,0.0000,0.0004,0.0001,0.0000,0.0000,0.0002,0.0000,0.0002,0.0037,0.0002,0.0000,0.0006,0.0001,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001,0.0027,0.0001,0.0000,0.0037
87,0.0045,0.0017,0.0000,0.0010,0.0082,0.0225,0.0000,0.0001,0.0000,0.0015,0.0003,0.0000,0.0004,0.0001,0.0000,0.0000,0.0002,0.0000,0.0002,0.0037,0.0002,0.0000,0.0006,0.0001,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001,0.0028,0.0001,0.0000,0.0037
88,0.0046,0.0017,0.0000,0.0010,0.0083,0.0223,0.0000,0.0001,0.0000,0.0015,0.0003,0.0000,0.0004,0.0001,0.0000,0.0000,0.0002,0.0000,0.0002,0.0038,0.0002,0.0000,0.0006,0.0001,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001,0.0028,0.0001,0.0000,0.0038
89,0.0047,0.0017,0.0000,0.0011,0.0084,0.0222,0.0000,0.0001,0.0000,0.0016,0.0003,0.0000,0.0004,0.0001,0.0000,0.0000,0.0002,0.0000,0.0002,0.0038,0.0002,0.0000,0.0006,0.0001,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001,0.0029,0.0001,0.0000,0.0039
90,0.0047,0.0018,0.0000,0.0011,0.0084,0.0221,0.0000,0.0001,0.0000,0.0016,0.0003,0.0000,0.0004,0.0001,0.0000,0.0000,0.0002,0.0000,0.0002,0.0039,0.0002,0.0000,0.0007,0.0001,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001,0.0029,0.0001,0.0000,0.0039
91,0.0048,0.0018,0.0000,0.0011,0.0085,0.0220,0.0000,0.0001,0.0000,0.0016,0.0003,0.0000,0.0004,0.0001,0.0000,0.0000,0.0002,0.0000,0.0002,0.0039,0.0002,0.0000,0.0007,0.0001,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001,0.0030,0.0001,0.0000,0.0040
92,0.0049,0.0018,0.0000,0.0012,0.0086,0.0219,0.0000,0.0001,0.0000,0.0017,0.0003,0.0000,0.0004,0.0001,0.0000,0.0000,0.0002,0.0000,0.0002,0.0039,0.0002,0.0000,0.0007,0.0001,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001,0.0030,0.0001,0.0000,0.0040
93,0.0049,0.0019,0.0000,0.0012,0.0086,0.0217,0.0000,0.0001,0.0000,0.0017,0.0003,0.0000,0.0004,0.0001,0.0000,0.0000,0.0002,0.0000,0.0002,0.0040,0.0002,0.0000,0.0008,0.0001,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001,0.0031,0.0001,0.0000,0.0041
94,0.0050,0.0019,0.0000,0.0013,0.0087,0.0216,0.0000,0.0001,0.0000,0.0018,0.0003,0.0000,0.0004,0.0001,0.0000,0.0000,0.0002,0.0000,0.0002,0.0040,0.0002,0.0000,0.0008,0.0001,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001,0.0031,0.0001,0.0000,0.0041
95,0.0051,0.0019,0.0000,0.0013,0.0088,0.0215,0.0000,0.0001,0.0000,0.0018,0.0003,0.0000,0.0004,0.0001,0.0000,0.0000,0.0002,0.0000,0.0002,0.0041,0.0002,0.0000,0.0008,0.0001,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001,0.0032,0.0001,0.0001,0.0042
96,0.0051,0.0019,0.0000,0.0013,0.0088,0.0214,0.0000,0.0001,0.0000,0.0019,0.0003,0.0000,0.0004,0.0001,0.0000,0.0000,0.0002,0.0000,0.0002,0.0041,0.0002,0.0000,0.0009,0.0001,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001,0.0032,0.0001,0.0001,0.0042
97,0.0052,0.0019,0.0000,0.0014,0.0089,0.0213,0.0000,0.0001,0.0000,0.0019,0.0004,0.0000,0.0004,0.0001,0.0000,0.0000,0.0002,0.0000,0.0003,0.0041,0.0002,0.0000,0.0009,0.0001,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001,0.0033,0.0001,0.0001,0.0042
98,0.0053,0.0020,0.0000,0.0014,0.0089,0.0213,0.0000,0.0001,0.0000,0.0019,0.0004,0.0000,0.0004,0.0001,0.0000,0.0000,0.0002,0.0000,0.0003,0.0042,0.0002,0.0000,0.0009,0.0001,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001,0.0033,0.0001,0.0001,0.0043
99,0.0053,0.0020,0.0000,0.0015,0.0090,0.0212,0.0000,0.0001,0.0000,0.0020,0.0004,0.0000,0.0004,0.0001,0.0000,0.0000,0.0002,0.0000,0.0003,0.0042,0.0002,0.0000,0.0010,0.0001,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001,0.0034,0.0001,0.0001,0.0043
100,0.0054,0.0020,0.0000,0.0016,0.0090,0.0211,0.0000,0.0001,0.0000,0.0020,0.0004,0.0000,0.0004,0.0001,0.0000,0.0000,0.0002,0.0000,0.0003,0.0042,0.0002,0.0000,0.0010,0.0001,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001,0.0034,0.0001,0.0001,0.0044
101,0.0054,0.0020,0.0000,0.0016,0.0091,0.0210,0.0000,0.0001,0.0000,0.0021,0.0004,0.0000,0.0005,0.0001,0.0000,0.0000,0.0002,0.0000,0.0003,0.0043,0.0002,0.0000,0.0010,0.0001,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001,0.0035,0.0001,0.0001,0.0044
102,0.0055,0.0020,0.0000,0.0017,0.0091,0.0209,0.0000,0.0001,0.0000,0.0021,0.0004,0.0000,0.0005,0.0001,0.0000,0.0000,0.0002,0.0000,0.0003,0.0043,0.0002,0.0000,0.0011,0.0001,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001,0.0035,0.0001,0.0001,0.0045
103,0.0055,0.0021,0.0000,0.0017,0.0091,0.0209,0.0000,0.0001,0.0000,0.0021,0.0004,0.0000,0.0005,0.0001,0.0000,0.0000,0.0002,0.0000,0.0003,0.0043,0.0002,0.0000,0.0011,0.0001,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0002,0.0036,0.0001,0.0001,0.0045
104,0.0056,0.0021,0.0000,0.0018,0.0092,0.0208,0.0000,0.0001,0.0000,0.0022,0.0004,0.0000,0.0005,0.0001,0.0000,0.0000,0.0003,0.0000,0.0003,0.0044,0.0002,0.0000,0.0012,0.0001,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0002,0.0036,0.0001,0.0001,0.0045
105,0.0056,0.0021,0.0000,0.0018,0.0092,0.0207,0.0000,0.0001,0.0000,0.0022,0.0004,0.0000,0.0005,0.0001,0.0000,0.0000,0.0003,0.0000,0.0003,0.0044,0.0002,0.0000,0.0012,0.0001,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0002,0.0037,0.0002,0.0001,0.0046
106,0.0057,0.0021,0.0000,0.0019,0.0092,0.0207,0.0000,0.0001,0.0000,0.0023,0.0004,0.0000,0.0005,0.0001,0.0000,0.0000,0.0003,0.0000,0.0003,0.0044,0.0002,0.0000,0.0013,0.0001,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0002,0.0037,0.0002,0.0001,0.0046
107,0.0057,0.0021,0.0000,0.0020,0.0093,0.0206,0.0000,0.0001,0.0000,0.0023,0.0004,0.0000,0.0005,0.0001,0.0000,0.0000,0.0003,0.0000,0.0003,0.0044,0.0002,0.0000,0.0013,0.0001,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0002,0.0037,0.0002,0.0001,0.0046
108,0.0058,0.0021,0.0000,0.0020,0.0093,0.0206,0.0000,0.0001,0.0000,0.0023,0.0004,0.0000,0.0005,0.0001,0.0000,0.0000,0.0003,0.0000,0.0003,0.0045,0.0002,0.0000,0.0014,0.0001,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0002,0.0038,0.0002,0.0001,0.0047
109,0.0058,0.0022,0.0000,0.0021,0.0093,0.0205,0.0000,0.0001,0.0000,0.0024,0.0004,0.0000,0.0005,0.0001,0.0000,0.0000,0.0003,0.0000,0.0003,0.0045,0.0002,0.0000,0.0014,0.0001,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0002,0.0038,0.0002,0.0001,0.0047
110,0.0059,0.0022,0.0000,0.0022,0.0094,0.0205,0.0000,0.0001,0.0000,0.0024,0.0004,0.0000,0.0005,0.0001,0.0000,0.0000,0.0003,0.0000,0.0003,0.0045,0.0002,0.0000,0.0015,0.0001,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0002,0.0039,0.0002,0.0001,0.0047
111,0.0059,0.0022,0.0000,0.0023,0.0094,0.0204,0.0000,0.0001,0.0000,0.0025,0.0004,0.0000,0.0005,0.0001,0.0000,0.0000,0.0003,0.0000,0.0003,0.0045,0.0002,0.0000,0.0016,0.0001,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0002,0.0039,0.0002,0.0001,0.0048
112,0.0060,0.0022,0.0000,0.0023,0.0094,0.0204,0.0000,0.0001,0.0000,0.0025,0.0004,0.0000,0.0005,0.0001,0.0000,0.0000,0.0003,0.0000,0.0003,0.0046,0.0002,0.0000,0.0016,0.0001,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0002,0.0039,0.0002,0.0001,0.0048
113,0.0060,0.0022,0.0000,0.0024,0.0094,0.0203,0.0000,0.0001,0.0000,0.0025,0.0004,0.0000,0.0005,0.0001,0.0000,0.0000,0.0003,0.0000,0.0004,0.0046,0.0002,0.0000,0.0017,0.0001,0.0001,0.0000,0.0000,0.0002,0.0000,0.0000,0.0002,0.0040,0.0002,0.0001,0.0048
114,0.0061,0.0022,0.0000,0.0025,0.0095,0.0203,0.0000,0.0001,0.0000,0.0026,0.0004,0.0000,0.0005,0.0001,0.0000,0.0000,0.0003,0.0000,0.0004,0.0046,0.0002,0.0000,0.0018,0.0001,0.0001,0.0000,0.0000,0.0002,0.0000,0.0000,0.0002,0.0040,0.0002,0.0001,0.0048
115,0.0061,0.0022,0.0000,0.0026,0.0095,0.0203,0.0000,0.0001,0.0000,0.0026,0.0004,0.0000,0.0005,0.0001,0.0000,0.0000,0.0003,0.0000,0.0004,0.0046,0.0002,0.0000,0.0018,0.0001,0.0001,0.0000,0.0000,0.0002,0.0000,0.0000,0.0002,0.0040,0.0002,0.0001,0.0049
116,0.0061,0.0022,0.0000,0.0026,0.0095,0.0202,0.0000,0.0001,0.0000,0.0026,0.0004,0.0000,0.0005,0.0001,0.0000,0.0000,0.0003,0.0000,0.0004,0.0046,0.0002,0.0000,0.0019,0.0001,0.0001,0.0000,0.0000,0.0002,0.0000,0.0000,0.0002,0.0041,0.0002,0.0001,0.0049
117,0.0062,0.0022,0.0000,0.0027,0.0095,0.0202,0.0000,0.0001,0.0000,0.0027,0.0004,0.0000,0.0005,0.0001,0.0000,0.0000,0.0003,0.0000,0.0004,0.0047,0.0002,0.0000,0.0020,0.0001,0.0001,0.0000,0.0000,0.0002,0.0000,0.0000,0.0002,0.0041,0.0002,0.0001,0.0049
118,0.0062,0.0023,0.0000,0.0028,0.0095,0.0201,0.0000,0.0001,0.0000,0.0027,0.0005,0.0000,0.0005,0.0001,0.0000,0.0000,0.0003,0.0000,0.0004,0.0047,0.0002,0.0000,0.0021,0.0001,0.0001,0.0000,0.0000,0.0002,0.0000,0.0000,0.0002,0.0042,0.0002,0.0001,0.0049
119,0.0063,0.0023,0.0000,0.0029,0.0095,0.0201,0.0000,0.0001,0.0000,0.0027,0.0005,0.0000,0.0005,0.0001,0.0000,0.0000,0.0003,0.0000,0.0004,0.0047,0.0002,0.0000,0.0021,0.0001,0.0001,0.0000,0.0000,0.0002,0.0000,0.0000,0.0002,0.0042,0.0002,0.0001,0.0050
120,0.0063,0.0023,0.0000,0.0030,0.0095,0.0201,0.0000,0.0001,0.0000,0.0028,0.0005,0.0000,0.0005,0.0001,0.0000,0.0000,0.0003,0.0000,0.0004,0.0047,0.0002,0.0000,0.0022,0.0002,0.0001,0.0000,0.0000,0.0002,0.0000,0.0000,0.0002,0.0042,0.0003,0.0001,0.0050
121,0.0063,0.0023,0.0001,0.0031,0.0096,0.0201,0.0000,0.0001,0.0000,0.0028,0.0005,0.0000,0.0006,0.0001,0.0000,0.0000,0.0004,0.0000,0.0004,0.0047,0.0002,0.0000,0.0023,0.0002,0.0001,0.0000,0.0000,0.0002,0.0000,0.0000,0.0002,0.0043,0.0003,0.0001,0.0050
122,0.0064,0.0023,0.0001,0.0032,0.0096,0.0200,0.0000,0.0001,0.0000,0.0028,0.0005,0.0000,0.0006,0.0001,0.0000,0.0000,0.0004,0.0000,0.0004,0.0048,0.0002,0.0000,0.0024,0.0002,0.0001,0.0000,0.0000,0.0002,0.0000,0.0000,0.0002,0.0043,0.0003,0.0001,0.0050
123,0.0064,0.0023,0.0001,0.0033,0.0096,0.0200,0.0000,0.0001,0.0000,0.0029,0.0005,0.0000,0.0006,0.0001,0.0000,0.0000,0.0004,0.0000,0.0004,0.0048,0.0002,0.0000,0.0025,0.0002,0.0001,0.0000,0.0000,0.0002,0.0000,0.0000,0.0002,0.0043,0.0003,0.0001,0.0050
124,0.0064,0.0023,0.0001,0.0034,0.0096,0.0200,0.0000,0.0001,0.0000,0.0029,0.0005,0.0000,0.0006,0.0001,0.0000,0.0000,0.0004,0.0000,0.0005,0.0048,0.0002,0.0000,0.0026,0.0002,0.0001,0.0000,0.0000,0.0002,0.0000,0.0000,0.0002,0.0044,0.0003,0.0001,0.0051
125,0.0065,0.0023,0.0001,0.0035,0.0096,0.0200,0.0000,0.0001,0.0000,0.0029,0.0005,0.0000,0.0006,0.0001,0.0000,0.0000,0.0004,0.0000,0.0005,0.0048,0.0002,0.0000,0.0027,0.0002,0.0001,0.0000,0.0000,0.0002,0.0000,0.0000,0.0002,0.0044,0.0003,0.0001,0.0051
126,0.0065,0.0023,0.0001,0.0036,0.0096,0.0199,0.0000,0.0001,0.0000,0.0030,0.0005,0.0001,0.0006,0.0001,0.0000,0.0000,0.0004,0.0000,0.0005,0.0048,0.0002,0.0000,0.0028,0.0002,0.0001,0.0000,0.0000,0.0002,0.0000,0.0000,0.0002,0.0044,0.0003,0.0001,0.0051
127,0.0065,0.0023,0.0001,0.0037,0.0096,0.0199,0.0000,0.0001,0.0000,0.0030,0.0005,0.0001,0.0006,0.0001,0.0000,0.0000,0.0004,0.0000,0.0005,0.0049,0.0002,0.0000,0.0029,0.0002,0.0001,0.0000,0.0000,0.0002,0.0000,0.0000,0.0003,0.0045,0.0003,0.0001,0.0051
128,0.0066,0.0023,0.0001,0.0038,0.0096,0.0199,0.0000,0.0001,0.0000,0.0030,0.0005,0.0001,0.0006,0.0001,0.0000,0.0000,0.0004,0.0000,0.0005,0.0049,0.0002,0.0000,0.0030,0.0002,0.0001,0.0000,0.0000,0.0003,0.0000,0.0000,0.0003,0.0045,0.0003,0.0001,0.0051
129,0.0066,0.0023,0.0001,0.0039,0.0096,0.0199,0.0000,0.0001,0.0000,0.0031,0.0005,0.0001,0.0006,0.0001,0.0000,0.0000,0.0004,0.0000,0.0005,0.0049,0.0003,0.0000,0.0031,0.0002,0.0001,0.0000,0.0000,0.0003,0.0000,0.0000,0.0003,0.0045,0.0003,0.0001,0.0052
130,0.0066,0.0023,0.0001,0.0040,0.0096,0.0199,0.0000,0.0001,0.0000,0.0031,0.0005,0.0001,0.0006,0.0001,0.0000,0.0000,0.0004,0.0000,0.0005,0.0049,0.0003,0.0000,0.0032,0.0002,0.0001,0.0000,0.0000,0.0003,0.0000,0.0000,0.0003,0.0046,0.0004,0.0002,0.0052
131,0.0067,0.0023,0.0001,0.0042,0.0096,0.0198,0.0000,0.0001,0.0000,0.0031,0.0005,0.0001,0.0006,0.0001,0.0000,0.0000,0.0004,0.0000,0.0006,0.0049,0.0003,0.0000,0.0034,0.0002,0.0001,0.0000,0.0000,0.0003,0.0000,0.0000,0.0003,0.0046,0.0004,0.0002,0.0052
132,0.0067,0.0023,0.0001,0.0043,0.0096,0.0198,0.0000,0.0001,0.0000,0.0032,0.0006,0.0001,0.0006,0.0001,0.0000,0.0000,0.0004,0.0000,0.0006,0.0049,0.0003,0.0000,0.0035,0.0002,0.0001,0.0000,0.0000,0.0003,0.0000,0.0000,0.0003,0.0046,0.0004,0.0002,0.0052
133,0.0067,0.0023,0.0001,0.0044,0.0096,0.0198,0.0000,0.0001,0.0000,0.0032,0.0006,0.0001,0.0006,0.0001,0.0000,0.0000,0.0004,0.0000,0.0006,0.0050,0.0003,0.0000,0.0036,0.0002,0.0001,0.0000,0.0000,0.0003,0.0000,0.0000,0.0003,0.0046,0.0004,0.0002,0.0052
134,0.0068,0.0023,0.0001,0.0045,0.0097,0.0198,0.0000,0.0001,0.0000,0.0032,0.0006,0.0001,0.0006,0.0001,0.0000,0.0000,0.0004,0.0000,0.0006,0.0050,0.0003,0.0000,0.0037,0.0002,0.0001,0.0000,0.0000,0.0003,0.0000,0.0000,0.0003,0.0047,0.0004,0.0002,0.0053
135,0.0068,0.0023,0.0001,0.0046,0.0097,0.0198,0.0000,0.0001,0.0000,0.0033,0.0006,0.0001,0.0007,0.0001,0.0000,0.0000,0.0004,0.0000,0.0006,0.0050,0.0003,0.0000,0.0039,0.0002,0.0001,0.0000,0.0000,0.0003,0.0000,0.0000,0.0003,0.0047,0.0004,0.0002,0.0053
136,0.0068,0.0024,0.0001,0.0048,0.0097,0.0198,0.0000,0.0001,0.0000,0.0033,0.0006,0.0001,0.0007,0.0001,0.0000,0.0000,0.0004,0.0000,0.0006,0.0050,0.0003,0.0000,0.0040,0.0002,0.0001,0.0000,0.0000,0.0003,0.0000,0.0000,0.0003,0.0047,0.0004,0.0002,0.0053
137,0.0068,0.0024,0.0001,0.0049,0.0097,0.0198,0.0000,0.0001,0.0000,0.0033,0.0006,0.0001,0.0007,0.0001,0.0000,0.0000,0.0005,0.0000,0.0006,0.0050,0.0003,0.0000,0.0042,0.0002,0.0001,0.0000,0.0000,0.0003,0.0000,0.0000,0.0003,0.0048,0.0004,0.0002,0.0053
138,0.0069,0.0024,0.0001,0.0050,0.0097,0.0197,0.0000,0.0000,0.0000,0.0033,0.0006,0.0001,0.0007,0.0001,0.0000,0.0000,0.0005,0.0000,0.0007,0.0050,0.0003,0.0000,0.0043,0.0002,0.0001,0.0000,0.0000,0.0004,0.0000,0.0000,0.0003,0.0048,0.0005,0.0002,0.0053
139,0.0069,0.0024,0.0001,0.0052,0.0097,0.0197,0.0000,0.0000,0.0000,0.0034,0.0006,0.0001,0.0007,0.0001,0.0000,0.0000,0.0005,0.0000,0.0007,0.0051,0.0003,0.0000,0.0045,0.0002,0.0001,0.0000,0.0000,0.0004,0.0000,0.0000,0.0003,0.0048,0.0005,0.0002,0.0053
140,0.0069,0.0024,0.0001,0.0053,0.0097,0.0197,0.0000,0.0000,0.0000,0.0034,0.0006,0.0001,0.0007,0.0001,0.0000,0.0000,0.0005,0.0000,0.0007,0.0051,0.0003,0.0001,0.0046,0.0003,0.0001,0.0000,0.0000,0.0004,0.0000,0.0000,0.0003,0.0049,0.0005,0.0002,0.0053
141,0.0070,0.0024,0.0001,0.0054,0.0097,0.0197,0.0000,0.0000,0.0000,0.0034,0.0007,0.0001,0.0007,0.0001,0.0000,0.0000,0.0005,0.0000,0.0007,0.0051,0.0003,0.0001,0.0048,0.0003,0.0001,0.0000,0.0000,0.0004,0.0001,0.0000,0.0003,0.0049,0.0005,0.0002,0.0054
142,0.0070,0.0024,0.0001,0.0056,0.0097,0.0197,0.0000,0.0000,0.0000,0.0035,0.0007,0.0001,0.0007,0.0001,0.0000,0.0000,0.0005,0.0000,0.0007,0.0051,0.0003,0.0001,0.0050,0.0003,0.0001,0.0000,0.0000,0.0004,0.0001,0.0000,0.0003,0.0049,0.0005,0.0002,0.0054
143,0.0070,0.0024,0.0001,0.0057,0.0097,0.0197,0.0000,0.0000,0.0000,0.0035,0.0007,0.0001,0.0007,0.0002,0.0000,0.0000,0.0005,0.0000,0.0008,0.0051,0.0003,0.0001,0.0051,0.0003,0.0001,0.0000,0.0000,0.0004,0.0001,0.0000,0.0003,0.0049,0.0005,0.0002,0.0054
144,0.0070,0.0024,0.0001,0.0058,0.0097,0.0197,0.0000,0.0000,0.0000,0.0035,0.0007,0.0001,0.0007,0.0002,0.0000,0.0000,0.0005,0.0000,0.0008,0.0052,0.0003,0.0001,0.0053,0.0003,0.0001,0.0000,0.0000,0.0004,0.0001,0.0000,0.0003,0.0050,0.0005,0.0002,0.0054
